FID,geom,OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,JPLYRS,RSALAMAT,WADMKK,TELEPON,TIPRST
RUMAHSAKIT_PT_50K_2023_JAWABARAT.244,POINT (-6.2381927329999485 107.06298870000006),1444,RS Cahaya Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Kampung Kebon RT. 002 RW. 01 Desa Jejalen Kec. Tambun Utara,Bekasi,021-22137302,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.245,POINT (-6.43402554599993 107.06922070000007),1445,RS Umum Harapan Mulia,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Cibarusah No. 5 Kebon Kopi Cibarusah Kelurahan Cibarusah Jaya, Kecamatan Cibarusah, Kabupaten Bekasi, Jawa Barat",Bekasi,021-89952340,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.246,POINT (-6.309136635999948 107.82180610000006),1446,RS Umum Pamanukan Medical Center (PMC),GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Rancasari KM 4,35 Rt 10/Rw 04 Ds.Rancasari Kec.Pamanukan Kab.Subang",Subang,0260-540033,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.247,POINT (-6.25192369399997 107.14509960000004),1447,RS Umum Cikarang Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. KH. Fudholi No. 78 Cikarang Utara,Bekasi,021-29568832,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.248,POINT (-6.339826266999978 107.03880950000007),1448,RS Umum Kartika Husada Setu,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Burangkeng Desa Burangkeng Rt. 001 Rw.06 Kec. Setu,Bekasi,021.82610003-4,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.249,POINT (-6.261510704999978 107.14677920000008),1449,RS Umum Amanda,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Industri No. 36 Cikarang Utara,Bekasi,021-8900277,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.250,POINT (-6.269386721999979 107.12096080000003),1450,RS Umum Ridhoka Salma,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Imam Bonjol No 7 Cikarang Barat,Bekasi,021-89116527,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.251,POINT (-6.331220710999958 107.14344980000004),1451,RS Umum Permata Keluarga Lippo Cikarang,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. M.H Thamrin Kav. 129 Lippo Cikarang, Desa CIbatu, Kecamatan Cikarang Selatan Kabupaten Bekasi",Bekasi,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.252,POINT (-6.191682066999931 107.03815090000006),1452,RS Umum Tiara,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Babelan No. 73 Desa Kebalen Kec. Babelan Kab. Bekasi,Bekasi,021 89131111,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.253,POINT (-6.267741824999973 107.24951890000006),1453,RS Umum As-Shofwan,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Karawang - Bekasi km.30 Ds. Bojongsari, Kec. Kedungwaringin.",Bekasi,021-89141890,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.254,POINT (-6.98352162599997 107.56396120000005),1454,RS Umum TNI AU Lanud Sulaiman,GI01050100,TNI AU,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"JL. Terusan Kopo KM. 10 NO. 457, Kelurahan Sulaiman, Kecamatan Margahayu, Kabupaten Bandung",Bandung,225409608,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.255,POINT (-6.407568553999965 107.09398460000006),1455,RS Umum Medirossa 2,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Cibarusah, Ds Sindang Mulya No. 5 Cibarusah",Bekasi,021-89955555,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.256,POINT (-6.276672997999981 107.01979630000005),1456,RS Umum Puspa Husada,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pondok Timur KM. 1,Bekasi,021-82618978-79,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.257,POINT (-6.412639949999971 107.46461930000004),1457,RS Umum Helsa,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jln. Ir. H. Juanda No 123 Cikampek Karawang,Karawang,0264-8385999,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.258,POINT (-6.402578825999967 107.44925960000006),1458,RS Ibu dan Anak Sentul,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. A. Yani No 16 Sentul Cikampek Karawang,Karawang,0264 8386671,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.259,POINT (-6.321774510999944 106.78361090000004),1459,RS Jantung Diagram,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cinere Raya No.19,Kota Depok,021-50900100,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.260,POINT (-6.40986122299995 106.96094730000004),1460,RS Ibu dan Anak Kenari Graha Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Griya Kenari Mas Blok B2 Cileungsi Bogor,Bogor,021-8230426,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.261,POINT (-6.294069873999945 106.96327850000006),1461,RS Umum Kartika Husada,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Swatantra no. 72 Jatiasih Bekasi,Kota Bekasi,021-82435587,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.262,POINT (-6.708943659999932 108.43353140000005),1462,RS Jantung Hasna Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raden Gilap No 8 Palimanan, Kabupaten Cirebon",Cirebon,0231 343405,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.263,POINT (-6.334547615999952 107.27324300000004),1463,RS Umum Rosela,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Interchange Tol Karawang Barat No.3 Karawang,Karawang,0267 8637207,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.264,POINT (-6.341883512999971 107.11904200000004),1464,RS Ibu dan Anak Gizar,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Villa Mutiara Cikarang Ruko Pasadena,Bekasi,(021) 89677240,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.265,POINT (-6.401717503999976 106.77051990000007),1465,RS Umum Permata Depok,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Muchtar No.22 Sawangan,Kota Depok,021 - 29669000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.266,POINT (-6.588110986999936 106.79371240000006),1466,RS Ibu dan Anak Sawojajar,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",Kota Bogor,(0251) 832 4371,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.267,POINT (-6.427276801999938 106.82335190000003),1467,RS Umum Citra Medika Depok,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Kalimulya No. 68, RT 6 RW 7, Kel. Kalimulya Kec. Cilodong",Kota Depok,021 - 29671000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.268,POINT (-6.270758306999937 107.11470120000007),1468,RS Umum Bunda Mulia,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Imam Bonjol No. 80A Desa Sukadanau, Kecamatan Cikarang Barat, Kabupaten Bekasi",Bekasi,021-8900579/891,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.269,POINT (-6.363703507999958 107.53738850000008),1469,RS Umum Sentral Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl.Raya Cikalongsari No.42. Jatisari. Kab.Karawang,Karawang,(0264) 8375297,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.270,POINT (-6.437822729999937 107.05364500000007),1470,RS Umum Permata Jonggol,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Cileungsi - Jonggol, Km. 1, Sukamanah - Jonggol",Bogor,021-89931222,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.271,POINT (-6.612857302999942 106.80789810000005),1471,RS Umum Vania,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"JL. Siliwangi No. 11, Kel. Sukasari, Kec. Bogor Timur Kota Bogor",Kota Bogor,0251-8380601,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.272,POINT (-6.894052872999964 106.78525320000006),1472,RS Umum Kartika Cibadak,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Siliwangi No.139,Sukabumi,(0266) 7160068,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.273,POINT (-6.173317790999931 107.17841680000004),1473,RS Umum Kasih Insani Sukatani,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Sukatani No. 9 Desa Karang Sentosa Kec. Karang Bahagia,Bekasi,021-89161340,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.274,POINT (-6.569211755999959 106.73827420000003),1474,RS Umum Karya Bhakti Pratiwi,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Dramaga KM. 7 Bogor,Bogor,0251-8626868,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.275,POINT (-6.575718850999976 106.80799170000006),1475,RS Umum Mulia Pajajaran,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Pajajaran No. 98, Bantarjati - Bogor Utara, Kota Bogor",Kota Bogor,0251 - 837 9898,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.276,POINT (-6.552495489999956 106.77544300000005),1476,RS Ibu dan Anak Bunda Suryatni,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. KH. Sholeh Iskandar No,21 Tanah Sareal Kota Bogor",Kota Bogor,0251-7543892,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.277,POINT (-7.218078774999981 107.92137420000006),1477,RS Umum Nurhayati Garut,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Jendral Sudirman No. 6,Garut,(0262) 238966,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.278,POINT (-6.2775233479999315 106.96081000000004),1478,RS Dokter Adam Talib Cikunir,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cikunir Raya Gang Hj. Napiah No.8 - Jakamulya Kota bekasi,Kota Bekasi,(021) 82437323,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.279,POINT (-6.943473248999965 107.64983450000005),1479,RS Edelweiss,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Soekarno Hatta No. 550 Kel. Sekejati Kec. Buahbatu,Kota Bandung,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.280,POINT (-6.955955049999943 107.66229550000008),1480,RS Ibu dan Anak Harapan Bunda Bandung,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pluto Raya Blok C Margahayu Raya, Buah Batu, Kota Bandung",Kota Bandung,022-7506490,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.281,POINT (-6.952900156999931 107.58667300000008),1481,RS Umum Santosa Hospital Bandung Kopo,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. K.H. Wahid Hasyim (Kopo) No. 461-463 Bandung,Kota Bandung,022-54280333,A
RUMAHSAKIT_PT_50K_2023_JAWABARAT.282,POINT (-6.970139766999978 107.54901490000009),1482,RS Unggul Karsa Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Taman Kopo Indah III Blok H No. 1, Desa MekarRahayu, Kecamatan MargaAsih, Kabupaten Bandung",Bandung,2286011220,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.283,POINT (-6.733609499999943 108.53919070000006),1483,RS Ibu dan Anak Cahaya Bunda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Perjuangan No. 8 Cirebon,Kota Cirebon,0231-8333377/88,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.285,POINT (-7.213224924999963 107.92007000000007),1485,RS Umum Annisa Queen,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jln. Jenderal Sudirman No 208 Desa Suci Kaler Kecamatan Karangpawitan Kab. Garut,Garut,2624892700,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.286,POINT (-6.8864704099999585 107.58105250000006),1486,RS Gigi dan Mulut Maranatha,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Prof. drg. Suria Sumantri, MPH. No.65 Bandung",Kota Bandung,022 2005934 / 3,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.287,POINT (-6.344067002999964 108.32362420000004),1487,RS Umum MM Indramayu,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Let.Jend Soeprapto No. 292 Indramayu,Indramayu,6234277632,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.288,POINT (-6.868043485999976 107.54458110000007),1488,RS Gigi dan Mulut Pendidikan Unjani,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Encep Kartawiria Kel. Citeureup Kec. Cimahi Utara,Kota Cimahi,(022) 86001401,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.289,POINT (-6.797519179999938 107.17567420000006),1489,RS Umum Dr. Hafiz,GI01050100,Perorangan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jln. Pramuka No. 15 RT 003 RW 002 Desa Sukamulya Kecamtan Karangtengah Kabupaten Cianjur,Cianjur,(0263) 2910000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.290,POINT (-6.319205144999955 106.98556580000007),1490,RS Umum Karya Medika Bantar Gebang,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Narogong km. 11 Pangkalan 1A, Bantar Gebang Bekasi",Kota Bekasi,021-8254629-30,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.291,POINT (-6.837998724999977 107.59821870000007),1491,RS Umum Daerah Lembang,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Lembang KM.11,4 No.11 Desa Gudang Kahuripan Kec. Lembang",Bandung Barat,(022) 2786879,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.292,POINT (-7.013428986999941 108.62247390000005),1492,RS Umum KMC Luragung,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Dusun Rahayu RT.002/001 Desa Cirahayu Kec. Luragung Kab. Kuningan,Kuningan,2328900112,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.293,POINT (-6.70819359099994 108.53381960000007),1493,RS Umum Permata Cirebon,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Tuparev No.117 Cirebon,Cirebon,0231-8338877,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.294,POINT (-6.863039514999969 107.50298510000005),1494,RS Karisma Cimareme,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cimareme No. 235 RT. 03 RW. 01 Kec.Ngamprah,Bandung Barat,022-6866221,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.295,POINT (-7.190764034999972 107.89671510000005),1495,RS Umum Intan Husada,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Suherman Nomor 72 Desa Tarogong Kec. Tarogong Kidul Kabupaten Garut 44151 Provinsi Jawa Barat,Garut,0262 2247769,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.296,POINT (-6.1780526669999745 107.01255060000005),1496,RS Ibu dan Anak Viola,GI01050100,Perorangan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Pondok Ungu Permai Sektor V A1 No 22-26,Bekasi,021-88983843,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.297,POINT (-6.361889803999929 107.11803630000009),1497,RS Umum Budi Asih,GI01050100,Perorangan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Serang-Cibarusah 001/001 Ds. Serang Kec. CIkarang Kab. Bekasi,Bekasi,2189677795,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.298,POINT (-7.308878728999957 108.20955500000008),1498,RS Ibu dan Anak Bunda Aisyah,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. RE. Martadinata No. 200 B Cipedes Kota Tasikmalaya,Kota Tasikmalaya,(0265) 7297401,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.299,POINT (-6.325979801999949 107.12757150000004),1499,RS EMC Cikarang,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Komplek Oasis Kav. 1, Jl. Raya Cikarang Cibarusah, Kelurahan Sukaresmi, Kecamatan Cikarang Selatan.",Bekasi,021-29779977,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.300,POINT (-6.531670100999975 107.43959970000009),1500,RS Umum Karina Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,JL Baru Kp. Krajan RT 39 RW 01 Desa Maracang Kec. Babakancikao Kab. Purwakarta 41151,Purwakarta,0264-8301768,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.301,POINT (-6.906316063999952 107.59837050000004),1501,RS Umum Melinda 2,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Dr. Cipto No.1 Bandung,Kota Bandung,022 - 4233 777,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.302,POINT (-7.2141828839999675 107.13925220000004),1502,RS Umum Daerah Pagelaran,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,JL.Raya Pagelaran No 18 Desa Pagelaran Kec. Pagelaran Kab. Cianjur 43266,Cianjur,0263-2361093,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.303,POINT (-6.567082457999959 106.85375620000008),1503,RS EMC Sentul,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. MH. Thamrin Kav. 57 Sentul City, Bogor 16810",Bogor,021-29672977,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.304,POINT (-6.1234907319999365 106.99245950000005),1504,RS Umum Tarumajaya,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jalan Raya Tarumajaya No. 1B, Pantai Makmur Tarumajaya, Bekasi",Bekasi,88992337,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.305,POINT (-6.958384458999944 106.89792900000003),1505,RS Umum Daerah Al-Mulk,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pelabuhan 2 KM 6, Lembursitu",Kota Sukabumi,(0266) 6220941,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.306,POINT (-6.862813498999969 107.50987880000008),1506,RS Umum IMC,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cimareme RT. 01 RW. 02 Ds Cimareme Kec Ngamprah Kab Bandung Barat,Bandung Barat,226620923,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.307,POINT (-6.318190827999956 107.01223870000007),1507,RS Umum Satria Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Bantar Gebang Setu No 119 Kel Padurenan Kec Mustika Jaya,Kota Bekasi,2122105678,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.308,POINT (-6.223736977999977 107.03163900000004),1508,RS Umum Pinna,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Karang Satria No. 4-5 Bekasi,Bekasi,8827554,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.309,POINT (-7.336186941999927 108.15360050000004),1509,RS Ibu dan Anak Respati,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Singaparna KM 11 Cikunir Singaparna,Tasikmalaya,0265 549337,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.310,POINT (-6.571074461999956 106.62527220000004),1510,RS Umum Asysyifaa,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Leuwiliang Cibeber 1 Kab Bogor 16640,Bogor,0251 8641142,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.311,POINT (-6.913233963999971 107.64560230000006),1511,RS Ibu dan Anak Grha Bunda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Terusan Jakarta No. 15-17 Kec. Kiaracondong kota Bandung,Kota Bandung,(022) 872-56789,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.312,POINT (-6.704498648999959 108.35724970000007),1512,RS Mitra Plumbon Majalengka,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Barat Pasar Prapatan No. 109 Desa Panjalin Kidul Kec. Sumberjaya , Kab. Majalengka 45455",Majalengka,81320679545,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.313,POINT (-6.93753985799998 107.62373310000004),1513,RS Mata Bandung Eye Center,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Buah Batu No.147 Kel. Turangga Kec. Lengkong Kota Bandung,Kota Bandung,022 73514682,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.314,POINT (-6.346540711999978 108.33957550000008),1514,RS Umum Pertamina Balongan Indramayu,GI01050100,BUMN,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.,Indramayu,0234 7121 607,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.315,POINT (-6.283742769999947 107.45742020000006),1515,RS Umum Amanda Mitra Keluarga,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Buahaseum Desa Karya Mukti Kec. Lemahabang Wadas Kab. Karawang,Karawang,0267 8620645,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.316,POINT (-6.372991213999967 106.84384010000008),1516,RS Umum Citra Arafiq,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Perindustrian Raya No.53 Baktijaya Sukmajaya,Kota Depok,2122821911,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.317,POINT (-6.949810253999942 107.76306110000007),1517,RS Umum Harapan Keluarga,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl Raya Cipacing - Rancaekek KM 20 Jatinangor Sumedang,Sumedang,227796335,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.318,POINT (-6.486926480999955 106.87757490000007),1518,RS Helsa Citeureup,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Mayor Oking Jaya Atmaja No. 92A, Ds. Karang Asem Barat, Kec. Citeureup",Bogor,021-8755433,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.319,POINT (-6.595748452999942 106.80477390000004),1519,RS Umum Siloam Hospitals Bogor,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor",Kota Bogor,2518303900,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.320,POINT (-6.341850008999927 107.09840640000004),1520,RS Umum Dr. Iqbali Taufan,GI01050100,Perorangan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Villa Mutiara Cikarang 2 Blok. E3 No.16-20 Sukasejati Kec. Cikarang Selatan Kab. Bekasi,Bekasi,(021)8971769,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.321,POINT (-6.743687378999937 107.44493290000008),1521,RS Umum Daerah Cikalong Wetan,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Padalarang - Purwakarta KM 11 Cikalong Wetan,Bandung Barat,022 8686243,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.322,POINT (-6.462028845999953 107.81260100000009),1522,RS Umum Haji Syaiful Anwar,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cipunagara RT. 39 RW. 10 Desa Kamarung Kecamatan Pagaden Kabupaten Subang,Subang,81222477888,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.323,POINT (-6.256811940999967 107.00863860000004),1523,RS Siloam Bekasi Timur,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Charil Anwar Blu Plaza No 27, RT. 004 RW. 09 Kelurahan Margahayu Kecamatan Bekasi Timur",Kota Bekasi,021 80611900,C
